id;date;author;post;gold_score;updated_gold_score;sentiment_value_model;refined_value
275;2000-01-01;8 Sidor;Experter vet att den här gasen finns på jorden och att det är ett tecken på att det finns liv .;1;1;0;1
276;2000-01-01;8 Sidor;Men experter tror inte att det stämmer .;0;0;0;1
277;2000-01-01;8 Sidor;På festen träffade Strache personer som han trodde arbetade åt rika ryska affärsmän .;0;0;0;1
278;2000-01-01;8 Sidor;Jodå , Sverige vann den första matchen i handbolls-EM . Sverige vann en säker seger över Ukraina med -1-15 .;1;1;1;1
279;2000-01-01;8 Sidor;Men de här eleverna behöver riktiga lektioner med utbildade lärare , säger hon .;0;0;0;1
280;2000-01-01;8 Sidor;Vaccinet är säkert och det är mycket bra , säger EUs experter .;1;1;1;1
281;2000-01-01;8 Sidor;Därför kan en del soldater få åka hem .;0;0;0;0
282;2000-01-01;8 Sidor;Skolmaten kommer att bli bättre .;1;1;1;1
283;2000-01-01;8 Sidor;Om vi får in fler svar kommer vi att lägga till dem senare .;0;0;0;0
284;2000-01-01;8 Sidor;De hoppas att det ska minska risken för att smittan sprider sig i Sverige .;1;1;0;0
285;2000-01-01;8 Sidor; Vi känner oss hedrade .;1;1;1;1
286;2000-01-01;8 Sidor;De har inte kunnat träffa alla sina kompisar .;-1;-1;-1;1
287;2000-01-01;8 Sidor;Sara Lidman är känd för sitt vackra språk och för att hon vågade säga vad hon tyckte .;1;1;1;1
288;2000-01-01;8 Sidor;Donald Trump vann valet och blir USAs nya president .;0;0;0;1
289;2000-01-01;8 Sidor;Det här kommer att bli en riktig match , sa han och menade att partierna verkligen måste visa vilken politik som är bäst .;1;1;0;1
290;2000-01-01;8 Sidor;I tisdags blev alla utom två personer räddade ur gruvan .;1;1;1;1
291;2000-01-01;8 Sidor;Det är särskilt viktigt för folk som riskerar att bli svårt sjuka av viruset .;0;0;-1;-1
292;2000-01-01;8 Sidor;Frances McDormand fick pris som bästa skådespelerska .;1;1;1;1
293;2000-01-01;8 Sidor;Andra som fått sina internet-sidor angripna av Wikileaks vänner är bankkortsföretagen Visa och Mastercard , advokaten Claes Borgström och den svenska regeringen .;0;0;0;0
294;2000-01-01;8 Sidor;Fyra svenska NHL-spelare är klara för VM .;1;1;1;1
295;2000-01-01;8 Sidor;Det var första gången i vinter en svensk vann och det var första gången Stina vann .;1;1;1;1
296;2000-01-01;8 Sidor;Viktigast på festen var naturligtvis de som fått Nobelpriset .;0;0;1;1
297;2000-01-01;8 Sidor;Hur pengarna som staten får in ska användas vill Socialdemokraterna berätta senare , säger Magdalena Andersson .;0;0;0;0
298;2000-01-01;8 Sidor;Den som blir dömd för brottet kan få fängelse eller böter .;-1;-1;0;-1
299;2000-01-01;8 Sidor;Det kan rädda liv .;1;1;1;1
300;2000-01-01;8 Sidor;Kanada är storfavorit till att vinna guldet i junior-VM . I dag torsdag spelar Sverige sin andra match i VM .;0;0;0;1
301;2000-01-01;8 Sidor;PSG gjorde ingen bra match .;-1;-1;-1;-1
302;2000-01-01;8 Sidor;Det betyder att staten kan betala sådant som staten måste betala .;0;0;0;0
303;2000-01-01;8 Sidor;Myndigheternas siffra är-1 600 döda , men det kan vara fler som har dött .;-1;-1;0;-1
304;2000-01-01;8 Sidor;Tyska experter vill stänga sju av landets kärnkraftverk .;0;0;0;1
305;2000-01-01;8 Sidor;Laget flyttade från Stockholm till Eskilstuna för att få mer publik på sina matcher .;0;0;0;0
306;2000-01-01;8 Sidor;Poliserna kan få avlyssna barns mobiltelefoner .;0;0;0;0
307;2000-01-01;8 Sidor;Jonna Sundling vann guld i sprint .;1;1;1;1
308;2000-01-01;8 Sidor;De höga priserna beror bland annat på att bensin och diesel ska bli bättre för miljön .;0;0;0;1
309;2000-01-01;8 Sidor;I ett brev tackar de två för all hjälp och allt stöd de fått av människor i Sverige .;1;1;1;1
310;2000-01-01;8 Sidor;De allra rikaste svenskarna släpper ut tio gånger mer koldioxid jämfört med alla andra svenskar .;-1;-1;0;0
311;2000-01-01;8 Sidor;Det beror också på att få ser programmen i en vanlig tv .;0;0;0;0
312;2000-01-01;8 Sidor; Alla i laget fick spela och vi testade lite nytt .;0;1;1;1
313;2000-01-01;8 Sidor;Men nu är hon helt frisk och i väldigt bra form .;1;1;1;1
314;2000-01-01;8 Sidor;I en demokrati är det viktigt att alla kan ordna protester .;0;0;0;1
315;2000-01-01;8 Sidor;Varje år möts de två bästa engelska fotbollslagen i en särskild match .;0;0;0;1
316;2000-01-01;8 Sidor; Vi hjälper Ukraina på olika sätt .;1;1;1;1
317;2000-01-01;8 Sidor;Om de döms kan de straffas med fängelse i-15 år .;-1;-1;-1;-1
318;2000-01-01;8 Sidor;En del experter säger att det är jättebra att Volvo nu får chans att sälja fler bilar i Kina .;1;1;1;1
319;2000-01-01;8 Sidor;Charlotte klarade Johaug men inte Björgen .;0;0;0;1
320;2000-01-01;8 Sidor;De får bra betalt för sitt viktiga arbete .;1;1;1;1
321;2000-01-01;8 Sidor;Han är expert på odling .;0;1;1;1
322;2000-01-01;8 Sidor;En av Eric Gustafssons tavlor har nu vunnit en tävling för konst .;1;1;1;1
323;2000-01-01;8 Sidor;Flera vägar fick stängas av .;0;0;0;0
324;2000-01-01;8 Sidor;Här kan du se bilder från nyheterna vecka-13 .;0;0;0;0
325;2000-01-01;8 Sidor;Det säger Johanna Ragnartz på organisationen Håll Sverige Rent som gjort undersökningen om skräp .;0;0;0;0
326;2000-01-01;8 Sidor;Miljöpartiet vill att ungdomar , pensionärer och studenter ska få resa billigare på bussar och tunnelbana .;1;1;0;1
327;2000-01-01;8 Sidor;Efter en vecka fick hon jobb hos dem .;1;1;0;1
328;2000-01-01;8 Sidor;Regeringen får också mer kritik .;0;0;-1;-1
329;2000-01-01;8 Sidor;Av alla frukter och grönsaker som testades fick hälften betyget dålig och nästan lika många fick medelbetyg .;-1;-1;0;-1
330;2000-01-01;8 Sidor;Det blir en stenhård grupp där Frankrike är favorit .;0;0;0;0
331;2000-01-01;8 Sidor;Det var rena krigsdansen .;0;0;-1;0
332;2000-01-01;8 Sidor;Nu har regeringen ordnat en undersökning om hur det kan bli enklare att resa och boka biljetter med tåg .;0;1;0;1
333;2000-01-01;8 Sidor;Men en del saker har blivit rätt i filmen .;0;1;0;1
334;2000-01-01;8 Sidor;Han fick stora applåder av publiken när han sprang i mål .;1;1;1;1
335;2000-01-01;8 Sidor;Svenskarna var helt överlägsna och vann med-10-1 .;1;1;1;1
336;2000-01-01;8 Sidor;Det är smickrande att Roma är intresserade av mig , säger Emil Forsberg .;1;1;1;1
337;2000-01-01;8 Sidor;USAs regering ville satsa nästan fem tusen miljarder kronor för att rädda bankerna .;0;0;0;0
338;2000-01-01;8 Sidor;FN kan nu straffa Iran för att få landet att ändra sig .;0;0;0;-1
339;2000-01-01;8 Sidor;Andra länder i EU kan få hjälp med pengar för att dela ut frukt och grönsaker till barn i skolan .;0;0;0;1
340;2000-01-01;8 Sidor;Då skulle IFK Göteborg kunna vinna matchen .;1;1;0;1
341;2000-01-01;8 Sidor;Partiet får flest röster av alla partier i EU-valet i Frankrike .;1;1;0;0
342;2000-01-01;8 Sidor;Partierna i regeringen har flest politiker i riksdagen , med hjälp av Sverigedemokraterna .;0;0;0;1
343;2000-01-01;8 Sidor;Om fler länder tog ansvar skulle vi kunna hjälpa många fler människor än i dag .;0;0;1;1
344;2000-01-01;8 Sidor;Ryttaren Sara Algotsson Ostholt har chans att ta Sveriges första medalj i OS .;0;1;1;1
345;2000-01-01;8 Sidor;Vilken härlig skräll .;1;1;1;1
346;2000-01-01;8 Sidor;BB King har fått många fina priser .;1;1;1;1
347;2000-01-01;8 Sidor;Det kan ha hjälpt till att minska smittan .;0;0;1;0
348;2000-01-01;8 Sidor;Experter från flera länder ska vara med i domstolen .;0;0;0;1
349;2000-01-01;8 Sidor;Sverige vill gå med i organisationen Nato där soldater från olika länder samarbetar .;0;0;0;1
350;2000-01-01;8 Sidor;Det är femte året i rad de första tomaterna kommer därifrån .;0;0;0;0
351;2000-01-01;8 Sidor;Nu har det unga mattesnillet hittat en smart lösning på ett känt matteproblem .;0;1;1;1
352;2000-01-01;8 Sidor;Nu försöker experterna på Jordbruksverket ta reda på hur korna blev smittade .;0;0;0;1
353;2000-01-01;8 Sidor;Partierna som samarbetar är inte överens om alla förslag .;-1;-1;0;1
354;2000-01-01;8 Sidor;De har vunnit alla sina matcher .;1;1;1;1
355;2000-01-01;8 Sidor;Ljungberg räddade oss med sitt nickmål .;1;1;1;1
356;2000-01-01;8 Sidor;Och det förstör för människors frihet och rättigheter , sa kungen .;-1;-1;1;1
357;2000-01-01;8 Sidor;Flyktingarna räddades av folk från organisationen IOM .;1;1;1;1
358;2000-01-01;8 Sidor;Men nu visar det sig att avtalet inte var så ovanligt .;0;0;0;-1
359;2000-01-01;8 Sidor;Brukar du mata fåglar vid ditt hus eller vet du om ett ställe där fåglar får mat ?;0;0;0;0
360;2000-01-01;8 Sidor;Men experter säger att bråken nu är värre än på länge .;-1;-1;-1;-1
361;2000-01-01;8 Sidor;Svenska som andraspråk kan vara viktigt för elever som pratar ett annat språk än svenska hemma .;0;0;0;1
362;2000-01-01;8 Sidor;Men det kan ha varit för att lastbilen var för tungt lastad .;0;0;0;-1
363;2000-01-01;8 Sidor;Tidningar med nyheter får 500 miljoner kronor att dela på .;0;0;0;0
364;2000-01-01;8 Sidor;Laget spelade smart och starkt i försvar .;0;1;1;1
365;2000-01-01;8 Sidor;Hon kunde inte säga nej eller försvara sig .;-1;-1;-1;0
366;2000-01-01;8 Sidor;Då gick hennes pappa till en domstol för att få styra över sin dotters liv och pengar .;0;0;0;0
367;2000-01-01;8 Sidor;De bestämde att de skulle samarbeta .;0;1;0;1
368;2000-01-01;8 Sidor;Men i år har polisen där bara fått in-17 anmälningar .;0;0;0;0
369;2000-01-01;8 Sidor;På måndagen kommer det att fortsätta snöa hela dagen , säger experterna på SMHI .;0;0;0;1
370;2000-01-01;8 Sidor;Den senaste tiden har det varit ganska lugnt i Gaza .;0;1;0;1
371;2000-01-01;8 Sidor; Jag är riktigt nöjd .;1;1;1;1
372;2000-01-01;8 Sidor;Träd som är annorlunda får ofta vara kvar i skogen .;0;0;0;1
373;2000-01-01;8 Sidor;Bara på måndagen räddades över-1000 personer .;1;1;1;1
374;2000-01-01;8 Sidor;I morgon hoppas 8 Sidor kunna berätta vem som vann det norska valet .;0;0;0;1
375;2000-01-01;8 Sidor;För många unga i många länder är Gothia cup bland det viktigaste de har , säger Dennis Andersson .;0;0;1;1
376;2000-01-01;8 Sidor;Om Sverige hjälpt dem tidigare så hade fler kunnat må bättre i dag , säger kommissionen .;0;0;1;1
377;2000-01-01;8 Sidor;Sveriges regering har arbetat i flera år för att få vara med i FNs säkerhetsråd .;0;0;1;1
378;2000-01-01;8 Sidor;De struntar i varningarna och åker på ställen där det kan vara farligt .;0;-1;-1;-1
379;2000-01-01;8 Sidor;Människorna i Syrien vill ha demokrati och frihet .;0;0;1;1
380;2000-01-01;8 Sidor;De två artisterna fick flest röster och gick direkt till final .;0;1;0;1
381;2000-01-01;8 Sidor;Vänsterpartiet tycker att det är viktigt att skydda stränderna så att alla människor kan promenera , bada och fiska .;0;1;1;1
382;2000-01-01;8 Sidor;Youssoufa Moukoko kan redan nu tjäna massor med pengar på fotbollen .;1;1;0;1
383;2000-01-01;8 Sidor;Nu har landet bett EU och internationella valutafonden , IMF , om hjälp .;0;0;0;0
384;2000-01-01;8 Sidor;Nu säger de fyra partierna Moderaterna , Folkpartiet , Centerpartiet och Kristdemokraterna att de har kommit överens om hur de vill använda Sveriges pengar .;0;1;0;1
385;2000-01-01;8 Sidor;Det var ingen bra längdhoppsfinal .;0;-1;-1;-1
386;2000-01-01;8 Sidor;Federer har nu tagit-15 segrar , en mer än Pete Sampras .;1;1;0;1
387;2000-01-01;8 Sidor;Miljöpartiet säger att de flesta av barnen nu kommer att få stanna i Sverige .;0;1;1;1
388;2000-01-01;8 Sidor;Tusentals ungdomar har inte klarat av att betala sina sms-lån .;-1;-1;-1;-1
389;2000-01-01;8 Sidor;Många experter säger att det är dåligt för klimatet .;-1;-1;-1;0
390;2000-01-01;8 Sidor;Den som har betalat för mycket skatt får tillbaka pengar .;0;1;0;1
391;2000-01-01;8 Sidor;Nasrin Sotoudeh får priset för att hon kämpar för människors rättigheter i Iran .;1;1;1;1
392;2000-01-01;8 Sidor;I pausen skulle sjuka och skadade kunna lämna området Ghouta .;1;1;0;-1
393;2000-01-01;8 Sidor; Det här var bättre än allt jag hoppades på , säger Zebastian Modin .;1;1;1;1
394;2000-01-01;8 Sidor;Nu kan hon tänka sig att sänka skatten på kärnkraft så att kraftverken får vara kvar in några år till .;0;0;0;0
395;2000-01-01;8 Sidor;Men det räcker inte med att få undervisning hemma .;0;0;0;-1
396;2000-01-01;8 Sidor;Myndigheten Försvarsmakten jobbar med soldaterna som ska försvara Sverige om det blir krig .;0;0;0;0
397;2000-01-01;8 Sidor;Därför kommer hon inte efter i skolan , trots att hon är borta varje fredag .;0;0;0;0
398;2000-01-01;8 Sidor;Senare i vår får vi veta om det blir äkta kärlek i något av programmen .;0;0;0;1
399;2000-01-01;8 Sidor;Där de börjar växa blir det svårare för andra växter att klara sig .;0;0;-1;0
400;2000-01-01;8 Sidor;17-årige Truls Möregårdh från Sverige fick en bra start i VM i bordtennis .;1;1;1;1
401;2000-01-01;8 Sidor;Vi kan drömma om monster på havets botten .;0;0;1;-1
402;2000-01-01;8 Sidor;Den fick bland annat pris som den bästa svenska filmen förra året .;1;1;1;1
403;2000-01-01;8 Sidor;Det känns fantastiskt .;1;1;1;1
404;2000-01-01;8 Sidor;De två artisterna kan vinna sju priser var .;0;0;0;1
405;2000-01-01;8 Sidor;Men Zlatan får spela i den franska cupfinalen på söndag .;0;0;0;1
406;2000-01-01;8 Sidor;Det betyder att alla människor ska få vara med och bestämma .;0;0;1;1
407;2000-01-01;8 Sidor;Maria Borelius säger att hon har gjort fel och inte kommer att göra om någonting liknande .;-1;-1;0;-1
408;2000-01-01;8 Sidor;Britten Ben Maher vann .;1;1;0;1
409;2000-01-01;8 Sidor;17-åriga rapparen Einár fick pris för årets bästa låt .;1;1;1;1
410;2000-01-01;8 Sidor;Alla vuxna över-18 år och vissa barn som har högre risk att bli svårt sjuka skulle få vaccin under det första halvåret .;-1;-1;0;-1
411;2000-01-01;8 Sidor;I dag , fredag , hålls en stor minneshögtid vid slottet i London .;0;0;0;1
412;2000-01-01;8 Sidor;Astronauterna hade med sig en bil så de kunde köra på månen .;0;0;0;0
413;2000-01-01;8 Sidor;Det är viktigt för att personer som gjort brott inte ska kunna gömma sig i ett annat land .;0;0;1;0
414;2000-01-01;8 Sidor;Persson och universitetet i Örebro är oskyldiga och det blir inte någon rättegång i en domstol .;0;1;0;1
415;2000-01-01;8 Sidor;Det här är en bra lösning på de problem som funnits , säger den svenska EU-kommissionären Cecilia Malmström .;0;0;1;0
416;2000-01-01;8 Sidor;Både muslimer och judar får komma till de heliga platserna på Tempelberget .;0;0;0;0
417;2000-01-01;8 Sidor;Det är ganska lätt .;1;1;1;1
418;2000-01-01;8 Sidor;Men många säger att Tymosjenko är oskyldig och måste släppas fri .;0;0;0;1
419;2000-01-01;8 Sidor;Lund är den bästa kommunen för alla i skolan .;1;1;1;1
420;2000-01-01;8 Sidor;Hon fick operera sitt dåliga knä i vintras .;-1;-1;-1;0
421;2000-01-01;8 Sidor;De flesta länder har vägrat att samarbeta med Zimbabwe .;-1;-1;0;0
422;2000-01-01;8 Sidor;Jag är förstås väldigt glad att regeringen vill att jag fortsätter , säger Cecilia Malmström .;1;1;1;1
423;2000-01-01;8 Sidor;De gripna är misstänkta för att ha varit med och startat bråket .;-1;-1;0;-1
424;2000-01-01;8 Sidor;Det är en glad nyhet för oss , säger Erik Arroy som är ledare för Sveriges studenter .;1;1;1;1
425;2000-01-01;8 Sidor;Ukraina fick gas igen .;1;1;1;0
426;2000-01-01;8 Sidor;Men cannabis kommer inte att få säljas helt fritt .;0;0;0;1
427;2000-01-01;8 Sidor;Nu kan de se fram emot en sommar med mycket mygg .;1;1;-1;1
428;2000-01-01;8 Sidor;Japans regering och kärnkraftsföretaget Tepco samarbetar för att minska skadorna och stoppa utsläppen från det förstörda kraftverket .;0;0;0;-1
429;2000-01-01;8 Sidor;Svenskorna hade spelet och chanserna men hade svårt att göra mål .;-1;-1;0;0
430;2000-01-01;8 Sidor;Jag är väldigt överraskad , sade-19-åriga Ebba Andersson efter segern .;1;1;1;1
431;2000-01-01;8 Sidor;En tredjedel av eleverna har inte godkända betyg .;-1;-1;-1;-1
432;2000-01-01;8 Sidor;Då ökar risken att de får ont i ryggen och nacken .;-1;-1;-1;-1
433;2000-01-01;8 Sidor;Många som bor i Gaza stöttar inte Hamas och deras idéer .;0;1;0;1
434;2000-01-01;8 Sidor;Sverige måste vinna för att få fortsätta spela i EM .;0;0;0;1
435;2000-01-01;8 Sidor;Till och med den 6 april går det att skicka in sin film med sång .;0;0;0;0
436;2000-01-01;8 Sidor;Kul att killarna får göra många mål .;1;1;1;1
437;2000-01-01;8 Sidor;Det gick inte att ta betalt när datorerna inte fungerade .;-1;-1;-1;-1
438;2000-01-01;8 Sidor;Från-1988 har den som äger en bil kunnat köpa en egen skylt till bilen .;0;0;0;1
439;2000-01-01;8 Sidor;Han ska klaga på domen för att få en ny rättegång .;0;0;0;0
440;2000-01-01;8 Sidor;När det finns folk som kräver att han ska dödas är det bäst att hålla sig undan , säger Kristinn Hrafnsson på Wikileaks .;0;0;-1;0
441;2000-01-01;8 Sidor;Men när tittarnas poäng kom förändrades allt .;0;0;0;1
442;2000-01-01;8 Sidor;Det är en ära att få leda programmet , sade Sanna Nielsen .;1;1;1;1
443;2000-01-01;8 Sidor;De som bor där har rätt till skydd i andra länder , till exempel i Sverige .;0;0;1;1
444;2000-01-01;8 Sidor;USA vann lätt sin kvartsfinal mot England med 3-0 .;1;1;1;1
445;2000-01-01;8 Sidor;Sedan ska alla i Sverige kunna få vaccinet .;0;0;0;0
446;2000-01-01;8 Sidor;Pär Nuder var inte beredd på att han skulle få sparken .;-1;-1;0;-1
447;2000-01-01;8 Sidor;En extra skatt för de allra rikaste tas bort i januari-1-10 .;0;0;0;1
448;2000-01-01;8 Sidor;Tyskland visade fantasi och skärpa i anfallsspelet och skapade massor av vassa chanser .;1;1;1;1
449;2000-01-01;8 Sidor;Sedan slog de sönder den och bar bort den .;-1;-1;-1;-1
450;2000-01-01;8 Sidor;Om personer som jobbar i kommuner blir hotade för att hjälpa folk är det ett hot mot demokratin .;-1;-1;1;0
451;2000-01-01;8 Sidor;Ungdomar som vill dansa och lyssna på musik har rätt att få göra det , Religiösa extremister ska inte få stoppa dem , skriver hon i sin artikel .;0;0;1;-1
452;2000-01-01;8 Sidor;Hon vill snabbt slippa alla regler och lagar i EU och stänga landets gränser .;-1;-1;0;1
